ProgramId,LayerId,ProgramName,LayerName,ClientName,BrokerName,CurrencyCode,LegalEntity,BusinessUnit,BusinessSegment,Underwriter,DirectionTypeName,LayerStatusTypeName,Share,InceptionDate,ExpirationDate,Premium100,Limit100,LayerTypeName,LatestFxRate,ExpectedLoss100
3360,11837,Property Cat XOL,Layer 4,LlBaGrIn_237,Nry_124,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Not Taken Up,0.03,7/1/2023,6/30/2024,97270,4789000,Excess of Loss,0.7800614924,62350
3947,13300,Property Cat XOL,Layer 1 - Adjusted,NaFaUnMuIn_1872,Nn_143,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.005,1/1/2024,12/31/2024,94020,7697000,Excess of Loss,0.7889231048,72420
3947,13301,Property Cat XOL,Layer 2 - Adjusted,NaFaUnMuIn_1872,Nn_143,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.005,1/1/2024,12/31/2024,48810,6436000,Excess of Loss,0.7889231048,78170
3947,13302,Property Cat XOL,Layer 3 - Adjusted,NaFaUnMuIn_1872,Nn_143,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.004,1/1/2024,12/31/2024,12320,611000,Excess of Loss,0.7889231048,15160
4005,13658,Property Cat XOL,Layer 1,DiLiGr_399,Ner_339,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.01,1/1/2024,12/31/2024,86320,6240000,Excess of Loss,0.7889231048,93710
4005,13659,Property Cat XOL,Layer 2,DiLiGr_399,Ner_339,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.01,1/1/2024,12/31/2024,93200,3905000,Excess of Loss,0.7889231048,85330
4005,13660,Property Cat XOL,Layer 3,DiLiGr_399,Ner_339,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.01,1/1/2024,12/31/2024,54180,9188000,Excess of Loss,0.7889231048,98840
4005,13661,Property Cat XOL,Layer 4,DiLiGr_399,Ner_339,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.01,1/1/2024,12/31/2024,4730,4189000,Excess of Loss,0.7889231048,54270
5367,16805,Property Cat XOL,1st Cat,AAUnInCoLt_3536,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.05,10/1/2023,9/30/2024,63320,233000,Excess of Loss,0.7902953819,51740
5367,16806,Property Cat XOL,2nd Cat,AAUnInCoLt_3536,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.05,10/1/2023,9/30/2024,45470,2064000,Excess of Loss,0.7902953819,29110
5367,16807,Property Cat XOL,2nd Event Cover - 4mil AAD,AAUnInCoLt_3536,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.2,10/1/2023,9/30/2024,50690,4071000,Excess of Loss,0.7902953819,38590
5373,16818,Property Cat XOL,2nd Cat,Qm_3541,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.02,1/1/2024,12/31/2024,81810,7758000,Excess of Loss,0.7899211088,64630
5373,16819,Property Cat XOL,3rd Cat,Qm_3541,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.02,1/1/2024,12/31/2024,96890,7657000,Excess of Loss,0.7899211088,21620
5373,16820,Property Cat XOL,4th Cat,Qm_3541,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.02,1/1/2024,12/31/2024,76770,8714000,Excess of Loss,0.7899211088,93260
5631,18154,Property Cat XOL,1st Cat,TeUnLt_28,N_1,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.03,1/1/2024,12/31/2024,76160,5499000,Excess of Loss,0.7899211088,40730
5631,18155,Property Cat XOL,2nd Cat,TeUnLt_28,N_1,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.03,1/1/2024,12/31/2024,54740,7402000,Excess of Loss,0.7899211088,23440
5631,18156,Property Cat XOL,3rd Cat,TeUnLt_28,N_1,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.03,1/1/2024,12/31/2024,74370,5825000,Excess of Loss,0.7899211088,14890
5631,18158,Property Cat XOL,4th Cat,TeUnLt_28,N_1,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.015,1/1/2024,12/31/2024,21160,159000,Excess of Loss,0.7899211088,6410
5646,18230,Property Cat XOL ,1st Cat,AdInCoLi_2088,Er_338,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.01,4/1/2024,3/31/2025,28370,7248000,Excess of Loss,0.7899211088,45720
5646,18231,Property Cat XOL ,2nd Cat,AdInCoLi_2088,Er_338,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.01,4/1/2024,3/31/2025,84290,3938000,Excess of Loss,0.7899211088,89650
5646,18232,Property Cat XOL ,3rd Cat,AdInCoLi_2088,Er_338,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.01,4/1/2024,3/31/2025,57290,99000,Excess of Loss,0.7899211088,3840
5654,18271,Property Cat XOL,1st Cat,DiLiGr_399,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.005,1/1/2024,12/31/2024,97250,1784000,Excess of Loss,0.7902953819,33480
5654,18272,Property Cat XOL,2nd Cat,DiLiGr_399,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.005,1/1/2024,12/31/2024,58020,7593000,Excess of Loss,0.7902953819,81530
5654,18273,Property Cat XOL,3rd Cat,DiLiGr_399,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.005,1/1/2024,12/31/2024,10280,9933000,Excess of Loss,0.7902953819,4050
5654,18274,Property Cat XOL,4th Cat,DiLiGr_399,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.005,1/1/2024,12/31/2024,94620,3034000,Excess of Loss,0.7902953819,3530
5658,18286,Property Cat XOL,1st Cat,LlBaGrIn_237,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.013,7/1/2023,6/30/2024,8380,7170000,Excess of Loss,0.7902953819,55820
5658,18287,Property Cat XOL,2nd Cat,LlBaGrIn_237,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.012,7/1/2023,6/30/2024,39260,1950000,Excess of Loss,0.7902953819,54800
5658,18288,Property Cat XOL,3rd Cat,LlBaGrIn_237,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.01,7/1/2023,6/30/2024,96380,902000,Excess of Loss,0.7902953819,92820
7097,21232,Property Cat XOL,Layer 2,LlBaGrIn_237,Nry_124,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.03,7/1/2024,6/30/2025,56880,5295000,Excess of Loss,0.7898200096,87920
7097,21233,Property Cat XOL,Layer 3,LlBaGrIn_237,Nry_124,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.03,7/1/2024,6/30/2025,86370,9210000,Excess of Loss,0.7898200096,12230
7097,21234,Property Cat XOL,Layer 1,LlBaGrIn_237,Nry_124,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.03,7/1/2024,6/30/2025,93050,511000,Excess of Loss,0.7898200096,89230
7146,21510,Property Cat XOL,Layer 1,AmUK_4791,Ry_3,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.1,5/1/2024,4/30/2025,69290,4154000,Excess of Loss,0.7902953819,86610
7319,22319,Property Cat Agg XOL,Layer 1 - Agg,LlBaGrIn_237,Nry_124,GBP,Bermuda,Property Re,CAT UK,Mark,Assumed,Bound,0.017,7/1/2024,6/30/2025,9980,7189000,Aggregate XL,0.7898200096,26240
7398,22592,Property Cat XOL,2nd Cat,AdInGiLt_4879,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.003,8/1/2023,7/31/2024,21020,6995000,Excess of Loss,0.7902953819,19690
7398,22593,Property Cat XOL,3rd Cat,AdInGiLt_4879,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.003,8/1/2023,7/31/2024,47330,3422000,Excess of Loss,0.7902953819,88930
7440,22720,Property Cat XOL,1st Cat,LlBaGrIn_237,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.016,7/1/2024,6/30/2025,28830,6157000,Excess of Loss,0.7898200096,47550
7440,22721,Property Cat XOL,2nd Cat,LlBaGrIn_237,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.016,7/1/2024,6/30/2025,88520,8744000,Excess of Loss,0.7898200096,41780
7440,22722,Property Cat XOL,3rd Cat,LlBaGrIn_237,H_5,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.014,7/1/2024,6/30/2025,52710,6002000,Excess of Loss,0.7898200096,24840
7446,22734,Property Cat XOL,1st Cat,Re_4905,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.02,7/1/2024,6/30/2025,51360,7886000,Excess of Loss,0.7898200096,61360
7446,22735,Property Cat XOL,2nd Cat,Re_4905,Rjr_12,GBP,London 1, Property Do,CAT UK,Joachim,Assumed,Bound,0.02,7/1/2024,6/30/2025,37250,1988000,Excess of Loss,0.7898200096,34030
363,1045,Property Cat XOL,Layer 1,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2022,12/31/2022,71000,8792000,Excess of Loss,1,33460
363,1046,Property Cat XOL,Layer 2,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2022,12/31/2022,34070,6597000,Excess of Loss,1,40220
363,1047,Property Cat XOL,Layer 3,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2022,12/31/2022,98160,4098000,Excess of Loss,1,16150
363,1048,Property Cat XOL,Layer 4,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2022,12/31/2022,12860,51000,Excess of Loss,1,65660
363,1049,Property Cat XOL,Layer 5,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2022,12/31/2022,63910,5485000,Excess of Loss,1,32390
367,1071,Property Cat XOL,HU / EQ only,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.008,1/1/2022,12/31/2022,59790,7366000,Excess of Loss,1,4200
367,1072,Property Cat XOL,AP Single Shot ,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.008,1/1/2022,12/31/2022,32710,8103000,Excess of Loss,1,51920
367,1076,Property Cat XOL,AP Annual ,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.006,1/1/2022,12/31/2022,83060,9193000,Excess of Loss,1,78470
388,1168,Property Cat XOL - SuperCat America,SCAM Layer,AlSE_18,Ns_126,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.015,1/1/2022,12/31/2022,98530,3548000,Excess of Loss,1,61690
398,1190,Property Cat Agg XOL,Layer 1,HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.023,1/1/2022,12/31/2022,15130,7923000,Aggregate XL,1,17790
482,1636,Property Cat XOL,Layer 1 - HU EQ,TrSpInCo_346,Kr_4,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.125,1/1/2022,12/31/2022,58320,6161000,Excess of Loss,1,14680
363,1784,Property Cat XOL,Layer 6,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2022,12/31/2022,49040,5711000,Excess of Loss,1,99440
535,1860,Property Cat XOL,Layer 1,SCSp_370,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.05,1/1/2022,12/31/2022,66250,9810000,Excess of Loss,1,52190
535,1861,Property Cat XOL,Layer 2,SCSp_370,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.05,1/1/2022,12/31/2022,73940,8111000,Excess of Loss,1,56360
536,1862,Property Cat XOL,Layer 1,ArGrUS_101,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,1/1/2022,12/31/2022,62790,6841000,Excess of Loss,1,26690
584,2034,Corporate Cat XOL,Layer 1,TrInCo_360,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.017,1/1/2022,12/31/2022,11920,3658000,Aggregate XL,1,30700
584,2036,Corporate Cat XOL,Layer 2,TrInCo_360,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2022,12/31/2022,98130,7457000,Aggregate XL,1,95180
585,2037,Property Cat XOL - Annual,Layer 1,HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.013,1/1/2022,12/31/2022,47520,2346000,Excess of Loss,1,63430
586,2038,Property Cat XOL - Underlying,Layer 1,HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.025,1/1/2022,12/31/2022,17450,5952000,Excess of Loss,1,14190
594,2075,Property Cat XOL,Layer 1,MaCo_236,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.06,1/1/2022,12/31/2022,19080,6293000,Excess of Loss,1,43130
367,2089,Property Cat XOL,Top,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.002,1/1/2022,12/31/2022,61770,599000,Excess of Loss,1,8810
367,2091,Property Cat XOL,Top & Drop,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.004,1/1/2022,12/31/2022,5430,3991000,Excess of Loss,1,70510
367,2170,Property Cat XOL,500m Cascade Layer 1 - Synd. Fronted,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.008,1/1/2022,12/31/2022,81410,7294000,Cascade,1,76260
367,2171,Property Cat XOL,500m Cascade Layer 2 - Synd. Fronted ,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.008,1/1/2022,12/31/2022,73730,7149000,Cascade,1,38710
367,2172,Property Cat XOL,500m Cascade Layer 3 - Fronted by Synd.,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.008,1/1/2022,12/31/2022,8860,410000,Cascade,1,46780
778,2575,US Property Cat XOL & Crop Insurance Stop Loss Program,Section II Crop Section Coverage A,ZuInCoLt_267,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.013,4/1/2022,3/31/2023,59050,9819000,Aggregate XL,1,55510
778,2576,US Property Cat XOL & Crop Insurance Stop Loss Program,Section I Property Cat,ZuInCoLt_267,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.013,4/1/2022,3/31/2023,19050,3234000,Excess of Loss,1,91490
778,2577,US Property Cat XOL & Crop Insurance Stop Loss Program,Section II Crop Section Coverage B,ZuInCoLt_267,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.013,4/1/2022,3/31/2023,95640,1222000,Aggregate XL,1,69840
883,2845,"Global Property, Combined CAT and NA CAT",NA Wind ex. Florida,SoInHo_133,Nry_124,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,4/1/2022,3/31/2023,58980,8746000,Excess of Loss,1,93440
883,2846,"Global Property, Combined CAT and NA CAT",NA AP Occurrence,SoInHo_133,Nry_124,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,4/1/2022,3/31/2023,4340,3706000,Excess of Loss,1,89170
912,2961,Property Cat XOL,Layer 1,EvNaInCo_177,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.03,4/1/2022,3/31/2023,3410,6162000,Excess of Loss,1,62660
912,2962,Property Cat XOL,Layer 2: Excl. US WS ,EvNaInCo_177,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.03,4/1/2022,3/31/2023,53680,8723000,Excess of Loss,1,35470
948,3122,Property Cat XOL,Layer 2 ,Cr& FoHoCo_247,Kr_4,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.018,5/1/2022,4/30/2023,47810,5337000,Excess of Loss,1,72600
948,3123,Property Cat XOL,Layer 3,Cr& FoHoCo_247,Kr_4,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.018,5/1/2022,4/30/2023,61480,91000,Excess of Loss,1,81460
1378,3895,Property Cat XOL - Global Property ,Layer 1,AxInCo_49,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.025,5/15/2022,5/14/2023,62320,1738000,Excess of Loss,1,54090
1450,4082,Property Cat XOL,"Layer 2 - NA Wind, EQ, Flood",FMGl_168,Ns_167,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.009,7/1/2022,6/30/2023,8300,6831000,Excess of Loss,1,46880
1667,4638,Property Cat XOL,Layer 1 (Yr 1 of 3),ThHaInCo_147,Nry_138,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.005,7/1/2022,6/30/2023,90750,565000,Excess of Loss,1,41030
1667,4639,Property Cat XOL,Layer 2 (Yr 1 of 3),ThHaInCo_147,Nry_138,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.005,7/1/2022,6/30/2023,33020,8633000,Excess of Loss,1,44220
1667,4640,Property Cat XOL,Layer 3 (Yr 1 of 3),ThHaInCo_147,Nry_138,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.005,7/1/2022,6/30/2023,37040,1953000,Excess of Loss,1,8990
1667,4642,Property Cat XOL,Layer 1 (Yr 2 of 3),ThHaInCo_147,Nry_138,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.005,7/1/2022,6/30/2023,66990,7432000,Excess of Loss,1,31960
1667,4643,Property Cat XOL,Layer 2 (Yr 2 of 3),ThHaInCo_147,Nry_138,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.005,7/1/2022,6/30/2023,66710,7061000,Excess of Loss,1,20140
1667,4644,Property Cat XOL,Layer 3 (Yr 2 of 3),ThHaInCo_147,Nry_138,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.005,7/1/2022,6/30/2023,89520,4747000,Excess of Loss,1,11690
1667,4645,Property Cat XOL,Layer 4 (Yr 2 of 3),ThHaInCo_147,Nry_138,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.005,7/1/2022,6/30/2023,14820,3892000,Excess of Loss,1,3910
584,5088,Corporate Cat XOL,Layer 1 - Cession,TrInCo_360,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Ceded,Bound,0.01,1/1/2022,12/31/2022,18370,8232000,Aggregate XL,1,5850
584,5089,Corporate Cat XOL,Layer 2 - Cession,TrInCo_360,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Ceded,Bound,0.01,1/1/2022,12/31/2022,88030,4129000,Aggregate XL,1,32660
1848,5182,Property Cat XOL - MM EQ,Layer 1,TrInCo_180,Ry_3,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,7/1/2022,6/30/2023,35510,7838000,Excess of Loss,1,2860
1450,5262,Property Cat XOL,Layer 2 - WW AP,FMGl_168,Ns_167,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.01,7/1/2022,6/30/2023,24520,7529000,Excess of Loss,1,53270
2369,6311,Property Cat XOL,Layer 1,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Declined,0.02,1/1/2023,12/31/2023,3300,7456000,Excess of Loss,1,73560
2369,6312,Property Cat XOL,Layer 2,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Declined,0.02,1/1/2023,12/31/2023,24240,360000,Excess of Loss,1,27520
2369,6313,Property Cat XOL,Layer 3,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Declined,0.02,1/1/2023,12/31/2023,410,3611000,Excess of Loss,1,69910
2369,6314,Property Cat XOL,Layer 4,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Declined,0.01,1/1/2023,12/31/2023,69210,5136000,Excess of Loss,1,34430
2372,6321,Property Cat XOL,Layer 1,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,1/1/2023,12/31/2023,37500,4797000,Excess of Loss,1,67260
2372,6322,Property Cat XOL,Layer 2,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,1/1/2023,12/31/2023,37670,7877000,Excess of Loss,1,30580
2372,6323,Property Cat XOL,Layer 3,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,1/1/2023,12/31/2023,39370,5905000,Excess of Loss,1,4190
2372,6327,Property Cat XOL,2 of 3 Layer 1,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.003,1/1/2023,12/31/2023,82640,1485000,Excess of Loss,1,32050
2372,6328,Property Cat XOL,2 of 3 Layer 2,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.003,1/1/2023,12/31/2023,40310,8489000,Excess of Loss,1,11450
2372,6329,Property Cat XOL,2 of 3 Layer 3,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.003,1/1/2023,12/31/2023,28030,831000,Excess of Loss,1,17960
2376,6359,Property Cat XOL,Underlying WS & EQ,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.075,1/1/2023,12/31/2023,5300,1284000,Excess of Loss,1,33650
2376,6402,Property Cat XOL,Core Layer 2 of 3,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.006,1/1/2023,12/31/2023,52920,595000,Excess of Loss,1,82380
2376,6403,Property Cat XOL,Core Layer 2 of 2,LiMuInCo_90,Nn_125,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.006,1/1/2023,12/31/2023,94330,2317000,Excess of Loss,1,61680
2372,6422,Property Cat XOL,Layer 4,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,1/1/2023,12/31/2023,54700,620000,Excess of Loss,1,5800
2372,6423,Property Cat XOL,Layer 5,We_310,Sn_140,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,1/1/2023,12/31/2023,97870,6753000,Excess of Loss,1,22160
2467,6713,Corporate Cat XOL,Corp Cat L1,TrInCo_360,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.05,1/1/2023,12/31/2023,2290,48000,Aggregate XL,1,31130
2467,6714,Corporate Cat XOL,Corp Cat L2,TrInCo_360,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Declined,0.02,1/1/2023,12/31/2023,17310,2519000,Aggregate XL,1,15580
2473,6727,Property Cat XOL - SuperCat America,SCAM Layer,AlSE_18,Ner_339,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.06,1/1/2023,12/31/2023,19320,6766000,Excess of Loss,1,37850
2505,6855,Property Cat XOL,Layer 2 - AP,TrSpInCo_346,Kr_4,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.438,1/1/2023,12/31/2023,9030,5391000,Excess of Loss,1,27750
2505,6856,Property Cat XOL,Layer 3 - AP,TrSpInCo_346,Kr_4,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.281,1/1/2023,12/31/2023,2520,5141000,Excess of Loss,1,88550
2534,7002,Property Cat XOL,Layer 1 - Annual,HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.025,1/1/2023,12/31/2023,77730,5842000,Excess of Loss,1,88900
2534,7004,Property Cat XOL,Underlying Layer,HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.024,1/1/2023,12/31/2023,41220,4274000,Excess of Loss,1,10650
2534,7005,Property Cat XOL,Layer 2 - (Year 1 of 3),HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.015,1/1/2023,12/31/2023,93820,4975000,Excess of Loss,1,17380
2534,7006,Property Cat XOL,Layer 3 - (Year 1 of 3),HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.01,1/1/2023,12/31/2023,28200,3318000,Excess of Loss,1,99070
2534,7008,Property Cat XOL,Layer 2 - (Year 2 of 3),HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.007,1/1/2023,12/31/2023,90630,5339000,Excess of Loss,1,29590
2534,7009,Property Cat XOL,Layer 3 - (Year 2 of 3),HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Mark,Assumed,Bound,0.003,1/1/2023,12/31/2023,7150,7974000,Excess of Loss,1,52320
2535,7011,Property Cat Agg XOL,Aggregate ,HaFiInCo_79,Kwry_163,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Chris,Assumed,Bound,0.023,1/1/2023,12/31/2023,66520,7604000,Aggregate XL,1,58000
2369,7141,Property Cat XOL,Layer 2 - Year 2 of 2,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2023,12/31/2023,49510,8864000,Excess of Loss,1,70690
2369,7142,Property Cat XOL,Layer 3 - Year 2 of 2,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2023,12/31/2023,41490,4281000,Excess of Loss,1,23040
2369,7143,Property Cat XOL,Layer 4 - Year 2 of 2,CiInCo_96,Ary_145,USD,Bermuda,Property Re,CAT US Nationwide Commercial,Ally,Assumed,Bound,0.01,1/1/2023,12/31/2023,90030,3958000,Excess of Loss,1,72920
